PriceList Name,PriceList ID,Currency Code,Description,Percentage,Is Increase,Rounding Type,Decimal Place,PriceList Status,Type,IsDefault,Item Name,SKU,Pricing Scheme,Start Quantity,End Quantity,PriceList Rate,Discount
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,PLATFORM LOAD CELL 700 KG,PLCK70,unit,1.00,1.00,600.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,BODY SET ATM JUNIOR,BSAJ,unit,1.00,1.00,400.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,Q9LBL BODY SET,Q9706,unit,1.00,1.00,1500.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,Loadcell 80kg: 3 Hole,LC80KG3HOLE,unit,1.00,1.00,240.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,ECS INDICATOR SILICON KEYPAD,EISK,unit,1.00,1.00,140.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,Price Computing Scale,PCSL,unit,1.00,1.00,12500.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,BY Display Bench Front and Back (Green LED),BY001,unit,1.00,1.00,245.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,APCPQ Pan holder,APCPQ2,unit,1.00,1.00,40.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,Portable Floor Scale 300x300 SS,PS300X300SS,unit,1.00,1.00,2250.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,VERTICAL STAND,VSTAND,unit,1.00,1.00,2000.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,Yescloud subscription,YESCLOUDSUBSCRIPTION,unit,1.00,1.00,0.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,"POS TERMINAL 14"" Android",668,unit,1.00,1.00,19800.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,Q9LBL Wifi module (old),Q9LBLWIFI,unit,1.00,1.00,1500.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,PORTABLE SCALE 30X34,PS3034,unit,1.00,1.00,1650.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,SCANGLE- PORTABLE THERMAL PRINTER,PTP,unit,1.00,1.00,1950.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,"POS TERMINAL  14"" Windows",664W14,unit,1.00,1.00,27300.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,Calibration Screw,SCREW,unit,1.00,1.00,5.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,ECS5W PRINTER ROLLER WITH HEAD,ECS820,unit,1.00,1.00,3400.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,ELECTRONIC PLATFORM SCALE 50-100kg(M),EPSM50,unit,1.00,1.00,1500.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,Water proof scale AD,DY798,unit,1.00,1.00,2200.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,Density Balance X600-2CM (610g/0.01g),YSJ612CM,unit,1.00,1.00,13000.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,"SCANGLE- PORTABLE THERMAL PRINTER 3""",PTP3,unit,1.00,1.00,2000.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,YSA GLASS SET ASSEMBLY,YGSA,unit,1.00,1.00,1800.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,Platform 1mx1m,PLT1000,unit,1.00,1.00,11000.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,Q9LBL printer head adjust spring big,Q9728,unit,1.00,1.00,40.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,Precision Balance JA603 (600g/0.001g),YSA603JA,unit,1.00,1.00,25000.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,Cord wire 2 pin,2PINCW,unit,1.00,1.00,60.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,YSA POWERCODE,YSAPOW,unit,1.00,1.00,190.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,ECS5W WEIGHING PAN,ECS803,unit,1.00,1.00,400.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,ATM PC Metalic Keypad,APC201,unit,1.00,1.00,120.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,PLATFORM LOAD CELL 400 KG,PLCK40,unit,1.00,1.00,500.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,Q9LBL POLE with plastic case set (blue ),Q9707,unit,1.00,1.00,750.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,Loadcell 150 kg: 3 Hole,LKH150,unit,1.00,1.00,280.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,Platform/Bench Bicolor Display,PBBD,unit,1.00,1.00,150.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,PLASTIC JUNCTION BOX,JBLC,unit,1.00,1.00,500.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,Chicken Scale Front Display (Green),CSFDG,unit,1.00,1.00,1300.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,Q9LBL Printer Roller,Q9716,unit,1.00,1.00,350.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,BY Display Bench Front and Back (Red LED),BY002,unit,1.00,1.00,245.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,Q9LBL printer roller metal base,Q9729,unit,1.00,1.00,120.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,APCPQ Pan,APCPQ1,unit,1.00,1.00,260.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,BPC50DAD2 Dust Cover,BDC502,unit,1.00,1.00,35.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,YSA MAGNETIC SENSOR,YSAMAG,unit,1.00,1.00,8500.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,ECS 5W TOP CASE,ECS802,unit,1.00,1.00,500.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,ATM PC Panel Sticker (Front and Back),APC203,unit,1.00,1.00,25.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,CHOTTU - T/z KEY,CH601,unit,1.00,1.00,20.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,ATM PC JUNIOR PAN,APJP,unit,1.00,1.00,260.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,Q9LBL POLE CONNECTOR,Q9708,unit,1.00,1.00,200.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,Loadcell 200KG 3 HOLE,LH2003,unit,1.00,1.00,280.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,DJ Power supply Card,DJ101,unit,1.00,1.00,240.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,ATM Junior Dust cover,AJDC,unit,1.00,1.00,65.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,ECS5W Pan support Leg,ECS827,unit,1.00,1.00,60.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,BY Display ATMPCP Front and Back (Green LED),BY003,unit,1.00,1.00,310.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,BY ATMPCP PIPE POLE,BY016,unit,1.00,1.00,85.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,Q9LBL printer metal turning board,Q9730,unit,1.00,1.00,75.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,APCQ Pole pipe,APCQPO,unit,1.00,1.00,88.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,SCANGLE - POS TERMINAL SGT-101 (A12PRO),SGT101116,unit,1.00,1.00,19500.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,Loadcell Protection cover 50KG 2HOLE,LPC,unit,1.00,1.00,135.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,ECS PRINTER CASE LID,ECS840,unit,1.00,1.00,60.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,YSA MAINBOARD,YSAMAI,unit,1.00,1.00,4600.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,Price Computing Scale-Touch,ATMPCT,unit,1.00,1.00,1950.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,ECS 5W /LBL  POS LEG,ECS801,unit,1.00,1.00,60.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,ATM PC Protection Dust Cover,APC204,unit,1.00,1.00,65.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,CHOTTU MOTHERBOARD - 99MB 6V,CH602,unit,1.00,1.00,210.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,BODY SET PLATFORM SCALE,PFPC504,unit,1.00,1.00,360.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,Q9LBL SILICON PAD,Q9709,unit,1.00,1.00,120.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,Loadcell 100 kg 25 x25- 40 mm 4 HOLE,LC100KG25X25,unit,1.00,1.00,400.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,DJ MOTHERBOARD,DJ102,unit,1.00,1.00,1150.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,PLATFORM SCALE 40X40,PF4040,unit,1.00,1.00,3000.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,MOTHER BOARD ATM PC TOUCH,MBAPT,unit,1.00,1.00,130.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,BY Keypad Bench 4x5,BY004,unit,1.00,1.00,130.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,BY ATMPCP POLE CONNECTOR,BY017,unit,1.00,1.00,85.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,Q9LBL printer rolling limit pole,Q9731,unit,1.00,1.00,60.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,APCPQ Leg,APCPQL,unit,1.00,1.00,25.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,"Portable POS 5"" Q3",Q3,unit,1.00,1.00,9250.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,BPC50DAD2 Loadcell and Indicator connector,BLAIC5,unit,1.00,1.00,15.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,BY Bench Dual Display Front & Back (Green & Red LED),BY019,unit,1.00,1.00,275.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,YSA ADAPTOR,YSAADA,unit,1.00,1.00,450.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,ATM PC/JUNIOR Back Display Board,APC207,unit,1.00,1.00,110.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,MOTHERBOARD  CHOTTU - 99MB 4V,CH603,unit,1.00,1.00,205.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,BODY SET ATM PC TOUCH,TPC306,unit,1.00,1.00,300.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,Q9LBL DISPLAY STICKER FRONT,Q9710,unit,1.00,1.00,125.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,Loadcell 200 kg 25 x25- 40 mm 4 HOLE,LC200,unit,1.00,1.00,410.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,DJ LOADCELL,DJ103,unit,1.00,1.00,625.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,DIGIT WITH DECIMAL,BGC210,unit,1.00,1.00,10.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,BY Keypad ATMPCP & ATMPCW,BY005,unit,1.00,1.00,130.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,BY ATMPCP FRONT/REAR HOUSING,BY018,unit,1.00,1.00,225.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,Q9LBL printer  paper rolling pole,Q9732,unit,1.00,1.00,50.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,APCPQ Keypad,APCPQK,unit,1.00,1.00,130.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,AY ATM PC-WH Front Display board,AAPWFD,unit,1.00,1.00,180.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,U4 8720 CHIP,UC4872,unit,1.00,1.00,250.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,AY ATM PC-Pan,AAPP,unit,1.00,1.00,280.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,Shear Beam Loadcell Imported 1000kg,SBLI10,unit,1.00,1.00,500.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,Load Cell 40kg ATM PC/TOUCH/JUNIOR/WATERPROOF,APC208,unit,1.00,1.00,160.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,CHOTTU - BATTERY (8507) 4V,CH604,unit,1.00,1.00,105.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,Body set ATM PC,APC211,unit,1.00,1.00,300.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,Q9LBL DISPLAY STICKER BACK,Q9711,unit,1.00,1.00,125.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,Loadcell 300 kg 25 x25- 40 mm 4 HOLE,LC300,unit,1.00,1.00,410.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,DJ ADAPTER,DJ104,unit,1.00,1.00,420.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,KEYPAD BOARD ATM JUNIOR,KBAJ,unit,1.00,1.00,130.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,Label Indicator,LBLIND,unit,1.00,1.00,17500.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,"SCANGLE-POS TERMINAL SGT- 664 i5 15.6""",SGT664HDD280,unit,1.00,1.00,30000.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,Bill Printing scale Q8POS (UB),ECS5WW,unit,1.00,1.00,12500.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,Platform 1.5mx1.5m,PLT1500,unit,1.00,1.00,18500.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,ELECTRONICS SCALE - PLATFOM MS,MSCKNSCALE40X40,unit,1.00,1.00,2650.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,Price Computing Scale with Pole-Green,ATMPCPBY828B,unit,1.00,1.00,2200.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,PLATFORM PRICE COMPUTING SCALE (RED),GR2204R,unit,1.00,1.00,2450.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,Price Computing Scale-W,ATMPCW,unit,1.00,1.00,2500.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,Platform scale -Bench,DY5030,unit,1.00,1.00,1000.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,PLATFORM PRICE COMPUTING SCALE (GREEN),GG2204G,unit,1.00,1.00,1100.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,DIGIT WITHOUT DECIMAL DECIMAL (GREEN),BGC211,unit,1.00,1.00,8.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,BY Motherboard Bench & ATMPCP,BY006,unit,1.00,1.00,180.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,BY ATMPCW Display Front and Back( Red LED),BY015,unit,1.00,1.00,195.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,Q9LBL printer  rubber rolling case,Q9733,unit,1.00,1.00,60.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,APCPQ Body set top case,ABSTC,unit,1.00,1.00,320.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,SCANGLE - POS TERMINAL SGT-A7,SGTA714A12,unit,1.00,1.00,22750.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,AY ATM PC-WH Front Display Sticker,AAPWF1,unit,1.00,1.00,90.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,U9/U1O 53R/50,UU9153,unit,1.00,1.00,250.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,"SPOS Customer support,Vendor support",SPOSSW11,unit,1.00,1.00,849.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,Government Stamping Fee /Expense for 30 kg,SF30,unit,1.00,1.00,485.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,ATM PC KEYPAD BOARD,APC202,unit,1.00,1.00,120.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,Panel Sticker With Keypad ATM PC Touch,TPC301,unit,1.00,1.00,60.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,ATM PC WEIGH PAN,APC214,unit,1.00,1.00,260.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,Q9LBL KEYBOARD STICKER,Q9712,unit,1.00,1.00,185.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,Loadcell 500 kg 25 x25- 40 mm 4 HOLE,LC500,unit,1.00,1.00,410.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,DJ FRONTDISPALY,DJ105,unit,1.00,1.00,750.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,MG Sensor CCM,CCM113,unit,1.00,1.00,290.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,SPARES PARTS BMI 180,BMISPARE,unit,1.00,1.00,3900.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,CHICKEN SCALE 50KG MS,CSM50,unit,1.00,1.00,2350.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,PAN BENCH 300x340,BGC212,unit,1.00,1.00,300.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,BY Motherboard ATMPCW,BY007,unit,1.00,1.00,150.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,Government Stamping Fee /Expense for 205.0086g,SF205,unit,1.00,1.00,485.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,Q9LBL printer  nylon gear,Q9734,unit,1.00,1.00,40.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,APCPQ Body set bottom case,ABSBC,unit,1.00,1.00,380.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,"SCANGLE - POS TERMINAL SGT-668A 14""",SGT665A14,unit,1.00,1.00,17500.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,AY ATM PC-WH Back Display Sticker,AAPWBD,unit,1.00,1.00,90.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,ECS PRINTER GEAR SMALL,EPGS,unit,1.00,1.00,75.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,PRICE COMPUTING SCALE - WHITE - EC(AY),ATMPCWHEC,unit,1.00,1.00,900.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,Government Stamping Fee / Expense for 50kg,SF50,unit,1.00,1.00,485.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,ATM PC FRONT DISPLAY BOARD,APC206,unit,1.00,1.00,130.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,Touch Keypad ATM PC Touch,TPC302,unit,1.00,1.00,220.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,ATM JUNIOR YS669,YS669,unit,1.00,1.00,1790.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,ECS 5W BODY SET,ECS821,unit,1.00,1.00,1000.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,Q9LBL WEIGHING PAN,Q9713,unit,1.00,1.00,600.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,Loadcell 300 kg 25 x35  4 HOLE,LC300KG25X35,unit,1.00,1.00,600.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,DJ DISPLAY STICKER,DJ106,unit,1.00,1.00,100.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,Loadcell Cable Roll,LCCABLE,unit,1.00,1.00,1500.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,Plastic Housing Keyboard(OEM Bench),BGC213,unit,1.00,1.00,25.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,BY ATMPCP Body Set( Base),BY008,unit,1.00,1.00,360.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,IND 202 Motherboard,IM202,unit,1.00,1.00,240.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,Q9LBL printer  5 pin 150-190ph wires,Q9735,unit,1.00,1.00,60.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,APCPQ Pole Display case,APDC,unit,1.00,1.00,150.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,APCPQ Pole connector,APCPQ3,unit,1.00,1.00,60.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,ECS PRINTER GEAR BIG,EPGB,unit,1.00,1.00,110.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,PLATFORM SCALE-BENCH(GREEN-EC),BPCGEC,unit,1.00,1.00,1350.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,Electronic cash register,ECR,unit,1.00,1.00,9500.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,ATM/BENCH PC MOTHER BOARD,BPC114,unit,1.00,1.00,160.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,Panel Sticker (Front and Back) ATM PC Waterproof,WPC401,unit,1.00,1.00,35.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,ECS5W  KEYPAD SILICON PAD,ECS822,unit,1.00,1.00,120.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,CHOTTU BATTERY 6V,CH605,unit,1.00,1.00,243.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,Loadcell 500 kg 25 x35 4 HOLE,LKXH50,unit,1.00,1.00,640.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,Label Printing Scale Q9,Q9LBL,unit,1.00,1.00,12500.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,Shear Beam Loadcell Imported 500Kg,SBLI50,unit,1.00,1.00,500.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,4 Pin Metal Connector,4PINC,unit,1.00,1.00,30.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,PRICE COMPUTING INDICATOR.,PRCIND2,unit,1.00,1.00,1200.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,BY ATMPCW Body Set,BY009,unit,1.00,1.00,360.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,ATM JUNIOR FRONT DISPLAY(GREEN),AJFDG,unit,1.00,1.00,180.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,Q9LBL printer  15pin 150pj-180ph wires,Q9736,unit,1.00,1.00,185.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,APCQ BottomFront Display,APCQBO,unit,1.00,1.00,130.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,Q8LBL POLE CONNECTOR,Q8616,unit,1.00,1.00,200.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,CHICKEN SCALE 300KG MS,CS400X400MS,unit,1.00,1.00,3600.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,RMC Connector 5 Pin,RCP5,unit,1.00,1.00,8.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,ATM PC Pole,APCPQ,unit,1.00,1.00,1900.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,Shear Beam Loadcell 1.5 T WITH FOOT,SBLTWF,unit,1.00,1.00,500.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,Government Stamping Fee /Expense for 200kg/300kg,SF200300,unit,1.00,1.00,565.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,Front and Back Display(Green) PFPC(Q),FABDGP,unit,1.00,1.00,345.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,BENCH PC   GREEN INDICATOR TOP CASE,BPCG003,unit,1.00,1.00,160.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,Body / Housing Front (B3+),BHFB3,unit,1.00,1.00,220.000000,
DIR PRICE,99381000015510001,INR,,,false,no_rounding,0,active,per_item,false,Q9LBL DISPLAY PLASTIC CASE SET,Q9752,unit,1.00,1.00,280.000000,
