Product ID,Product Name,Usage unit,Description,Product Type,AttributeName1,AttributeName2,AttributeName3,Manufacturer,Brand,Is Returnable Item,Is Receivable Service,Category Name,Variant Type,Variant Name,Variant Description,Selling Price,MRP,SKU,Purchase Price,Purchase Description,AttributeOption1,AttributeOption2,AttributeOption3,Opening Stock,Opening Stock Value,Inventory Valuation Method,HSN/SAC,Is Tax Calculated on Label Price,UPC,EAN,ISBN,Part Number,Reorder Level,Package weight,Package width,Package height,Package length,Dimension Unit,Weight Unit,Taxable,Exemption Reason,Taxability Type,Intra State Tax Name,Intra State Tax Rate,Intra State Tax Type,Inter State Tax Name,Inter State Tax Rate,Inter State Tax Type,Item.CF.No of pcs in Master carton
99381000030749411,KITCHEN SCALE 5Kg,nos,Capacity : 30kg/5g,goods,,,,,,false,,BILL PRINTING SCALES,Inventory,Label printing scale,Capacity : 30kg/5g,INR 32500.00,INR 55000.00,HGLBL,INR 25786.00,Capacity : 30kg/5g,,,,0.00,INR 0.00,fifo,84238190,FALSE,,,,,,10.000000,36.000000,48.000000,49.000000,cm,kg,true,,,GST18,18.000000,Group,IGST18,18.000000,Simple,1
99381000030749415,KITCHEN SCALE 5Kg,nos,Max : 610g Min : 200mg e: 10mg d : 10mg Class : II Model :YSJ,goods,,,,,,true,,ANALYTICAL SCALES,Inventory,Jwellery Scale XY600-2C (600g/0.01g),Max : 610g Min : 200mg e: 10mg d : 10mg Class : II Model :YSJ,INR 4000.00,INR 11000.00,YSJ612C,INR 3130.00,Max : 610g Min : 200mg e: 10mg d : 10mg Class : II Model :YSJ,,,,0.00,INR 0.00,fifo,84238190,FALSE,,,,,,0.000000,0.000000,0.000000,0.000000,cm,kg,true,,,GST18,18.000000,Group,IGST18,18.000000,Simple,
99381000030749416,KITCHEN SCALE 5Kg,nos,Max : 3100g Min : 200mg e: 10mg d : 10mg Class II Model :YSJ,goods,,,,,,true,,ANALYTICAL SCALES,Inventory,Jwellery Scale XY3000-2C (3100g/0.01g),Max : 3100g Min : 200mg e: 10mg d : 10mg Class II Model :YSJ,INR 9500.00,INR 18500.00,YSJ3102C,INR 6482.00,Max : 3100g Min : 200mg e: 10mg d : 10mg Class II Model :YSJ,,,,0.00,INR 0.00,fifo,84238190,FALSE,,,,,,0.000000,0.000000,0.000000,0.000000,cm,kg,true,,,GST18,18.000000,Group,IGST18,18.000000,Simple,
99381000030749419,Floor Scale Indicator A5,nos,,goods,,,,,,false,,WEIGHING INDICATORS,Inventory,Floor Scale Indicator A5,,INR 1400.00,INR 3800.00,FSINDA5,INR 1075.00,,,,,0.00,INR 0.00,fifo,84238190,FALSE,,,,,,2.000000,34.000000,23.000000,22.000000,cm,kg,true,,,GST18,18.000000,Group,IGST18,18.000000,Simple,1
99381000030749422,KITCHEN SCALE 5Kg,nos,"Model : YSH
Max : 100kg e:10gm Min: 200g Class III
Display : Green",goods,,,,,,false,,WEIGHING SCALES INDIA,Inventory,HANGING WEIGHING SCALE (WITH BL -50kg),"Model : YSH
Max : 100kg e:10gm Min: 200g Class III
Display : Green",INR 1950.00,INR 3500.00,HNG150,INR 1580.00,"Model : YSH
Max : 100kg e:10gm Min: 200g Class III
Display :Led Green, Bangalore Intesys motherboard,6V Battery
(Bluetooth IC will be provided by us)",,,,0.00,INR 0.00,fifo,84231000,FALSE,,,,,,20.000000,32.000000,48.000000,62.000000,cm,kg,true,,,GST18,18.000000,Group,IGST18,18.000000,Simple,6
99381000030749423,Government Stamping Fee / Expense for 510g,nos,,goods,,,,,,false,,Stamping KL,Inventory,Government Stamping Fee / Expense for 510g,,INR 485.00,INR 1212.50,SF510,INR 335.00,,,,,0.00,INR 0.00,fifo,76061190,FALSE,,,,,,0.000000,0.000000,0.000000,0.000000,cm,kg,true,,,GST18,18.000000,Group,IGST18,18.000000,Simple,
99381000030749424,Gujarath Government Stamping Fee /Expense for 20 kg,nos,,goods,,,,,,false,,Stamping GJ,Inventory,Gujarath Government Stamping Fee /Expense for 30 kg,,INR 270.00,INR 675.00,GSF30,INR 250.00,,,,,0.00,INR 0.00,fifo,76061190,FALSE,,,,,,0.000000,0.000000,0.000000,0.000000,cm,kg,true,,,GST18,18.000000,Group,IGST18,18.000000,Simple,
99381000030749425,Gujarath Government Stamping Fee /Expense for 20 kg,nos,,goods,,,,,,false,,Stamping GJ,Inventory,Gujarath Government Stamping Fee /Expense for 50 kg,,INR 270.00,INR 675.00,GSF50,INR 250.00,,,,,0.00,INR 0.00,fifo,76061190,FALSE,,,,,,0.000000,0.000000,0.000000,0.000000,cm,kg,true,,,GST18,18.000000,Group,IGST18,18.000000,Simple,
99381000030749426,Gujarath Government Stamping Fee /Expense for 20 kg,nos,,goods,,,,,,false,,Stamping GJ,Inventory,Gujarath Government Stamping Fee /Expense for 20 kg,,INR 170.00,INR 425.00,GSF20,INR 150.00,,,,,0.00,INR 0.00,fifo,76061190,FALSE,,,,,,0.000000,0.000000,0.000000,0.000000,cm,kg,true,,,GST18,18.000000,Group,IGST18,18.000000,Simple,
99381000030749638,"SCANGLE - POS TERMINAL SGT-668A 15.6"" (WH-4GB)",nos,"PROCESSOR: MTK6580(1.3GHz), 5'' IPS DISPLAY, RAM:1GB  ROM:8GB, PPRINTER: 58MM(2'')
",goods,,,,,,true,,TOUCH POS SYSTEMS,Inventory,"Portable POS 5"" Q3","PROCESSOR: MTK6580(1.3GHz), 5'' IPS DISPLAY, RAM:1GB  ROM:8GB, PPRINTER: 58MM(2'')
",INR 10000.00,INR 25000.00,Q3,INR 7900.00,"PROCESSOR: MTK6580(1.3GHz), 5'' IPS DISPLAY, RAM:1GB  ROM:8GB, PPRINTER: 58MM(2'')
",,,,0.00,INR 0.00,fifo,84714190,FALSE,,,,,,0.000000,0.000000,0.000000,0.000000,cm,kg,true,,,GST18,18.000000,Group,IGST18,18.000000,Simple,
99381000030749640,SCANGLE-All IN ONE POS TERMINAL - Scale,nos,"PROCESSOR: INTEL i3 3RD GEN , 4GB +128 GB SSD, 15'' FRONT DISPLAY, ALUMINIUM ALLOY CASE,COLOUR: BLACK 
",goods,,,,,,true,,TOUCH POS SYSTEMS,Inventory,"POS TERMINAL 15"" Windows i3","PROCESSOR: INTEL i3 3RD GEN , 4GB +128 GB SSD, 15'' FRONT DISPLAY, ALUMINIUM ALLOY CASE,COLOUR: BLACK 
",INR 30500.00,INR 38000.00,280FI3,INR 24500.00,"PROCESSOR: INTEL i3 3RD GEN , 4GB +128 GB SSD, 15'' FRONT DISPLAY, ALUMINIUM ALLOY CASE,COLOUR: BLACK 
",,,,0.00,INR 0.00,fifo,84714190,FALSE,,,,,,0.000000,0.000000,0.000000,0.000000,cm,kg,true,,,GST18,18.000000,Group,IGST18,18.000000,Simple,
99381000030749641,SCANGLE-All IN ONE POS TERMINAL - Scale,nos,"SCANGLE THERMAL PRINER
INTERFACE : USB+LAN,PRINTER : 80mm",goods,,,,,,true,,PRINTERS & SCANNERS,Inventory,SCANGLE - THERMAL PRINTER SGT-88IV(U+L),"SCANGLE THERMAL PRINER
INTERFACE : USB+LAN,PRINTER : 80mm",INR 4200.00,INR 10500.00,XP350BUL,INR 3350.00,"SCANGLE THERMAL PRINER
INTERFACE : USB+LAN,PRINTER : 80mm",,,,0.00,INR 0.00,fifo,84433290,FALSE,,,,,,0.000000,0.000000,0.000000,0.000000,cm,kg,true,,,GST18,18.000000,Group,IGST18,18.000000,Simple,
99381000030749642,SCANGLE-All IN ONE POS TERMINAL - Scale,nos,"SCANGLE THERMAL PRINER
INTERFACE : USB+BLUETOOTH,PRINTER : 80mm",goods,,,,,,true,,PRINTERS & SCANNERS,Inventory,SCANGLE - THERMAL PRINTER WITH BLUETOOTH,"SCANGLE THERMAL PRINER
INTERFACE : USB+BLUETOOTH,PRINTER : 80mm",INR 4700.00,INR 11750.00,XP350BBT,INR 3750.00,"SCANGLE THERMAL PRINER
INTERFACE : USB+BLUETOOTH,PRINTER : 80mm",,,,0.00,INR 0.00,fifo,84433290,FALSE,,,,,,0.000000,0.000000,0.000000,0.000000,cm,kg,true,,,GST18,18.000000,Group,IGST18,18.000000,Simple,
99381000030749643,SCANGLE-All IN ONE POS TERMINAL - Scale,nos,"SCANGLE THERMAL PRINER
INTERFACE :USB+ WIFI,PRINTER : 80mm",goods,,,,,,true,,PRINTERS & SCANNERS,Inventory,SCANGLE - THERMAL PRINTER WITH WIFI,"SCANGLE THERMAL PRINER
INTERFACE :USB+ WIFI,PRINTER : 80mm",INR 4700.00,INR 11750.00,XP350BW,INR 3750.00,"SCANGLE THERMAL PRINER
INTERFACE :USB+ WIFI,PRINTER : 80mm",,,,0.00,INR 0.00,fifo,84433290,FALSE,,,,,,0.000000,0.000000,0.000000,0.000000,cm,kg,true,,,GST18,18.000000,Group,IGST18,18.000000,Simple,
99381000030749644,"SCANGLE - POS TERMINAL SGT-668A 15.6"" (WH-4GB)",nos,"SCANGLE HAND HELD ANDROID POS
MTK6580(1.3GHz) ANDROID 11,2GB+16GB,       5'' IPS DISPLAY,  58mm(2'') THERMAL PRINTER  , WIFI WITH 4G
",goods,,,,,,true,,TOUCH POS SYSTEMS,Inventory,"Portable POS 5"" Q6","SCANGLE HAND HELD ANDROID POS
MTK6580(1.3GHz) ANDROID 11,2GB+16GB,       5'' IPS DISPLAY,  58mm(2'') THERMAL PRINTER  , WIFI WITH 4G
",INR 11500.00,INR 28750.00,Q6,INR 8800.00,"SCANGLE HAND HELD ANDROID POS
MTK6580(1.3GHz) ANDROID 11,2GB+16GB,       5'' IPS DISPLAY,  58mm(2'') THERMAL PRINTER  , WIFI WITH 4G
",,,,0.00,INR 0.00,fifo,84714190,FALSE,,,,,,0.000000,0.000000,0.000000,0.000000,cm,kg,true,,,GST18,18.000000,Group,IGST18,18.000000,Simple,
99381000030749645,"SCANGLE - POS TERMINAL SGT-668A 15.6"" (WH-4GB)",nos,"SCANGLE HAND HELD ANDROID POS
MTK6580(1.3GHz) ANDROID 11,2GB+16GB,       5'' IPS DISPLAY, 58mm(2'') THERMAL PRINTER, WIFI WITH 4G + NFC",goods,,,,,,true,,TOUCH POS SYSTEMS,Inventory,"Portable POS 5"" Q6 NFC","SCANGLE HAND HELD ANDROID POS
MTK6580(1.3GHz) ANDROID 11,2GB+16GB,       5'' IPS DISPLAY, 58mm(2'') THERMAL PRINTER, WIFI WITH 4G + NFC",INR 14000.00,INR 35000.00,Q6NFC,INR 11300.00,"SCANGLE HAND HELD ANDROID POS
MTK6580(1.3GHz) ANDROID 11,2GB+16GB,       5'' IPS DISPLAY, 58mm(2'') THERMAL PRINTER, WIFI WITH 4G + NFC",,,,0.00,INR 0.00,fifo,84714190,FALSE,,,,,,0.000000,0.000000,0.000000,0.000000,cm,kg,true,,,GST18,18.000000,Group,IGST18,18.000000,Simple,
99381000030749646,SCANGLE-All IN ONE POS TERMINAL - Scale,nos,"USB printer for android pos
",goods,,,,,,true,,PRINTERS & SCANNERS,Inventory,SCANGLE - THERMAL PRINTER SGT-88IV(USB),"USB printer for android pos
",INR 3600.00,INR 9000.00,EC8004L,INR 2900.00,"USB printer for android pos
",,,,0.00,INR 0.00,fifo,84433210,FALSE,,,,,,0.000000,0.000000,0.000000,0.000000,cm,kg,true,,,GST18,18.000000,Group,IGST18,18.000000,Simple,
99381000030749647,"SCANGLE - POS TERMINAL SGT-668A 15.6"" (WH-4GB)",nos," SCANGLE  DESKTOP ANDROID POS
RK3288  ANDROID 11, 2GB+32GB, DDR3, 14''  FRONT DISPLAY , CAPACITIVE TP",goods,,,,,,true,,TOUCH POS SYSTEMS,Inventory,"POS TERMINAL 14"" Android"," SCANGLE  DESKTOP ANDROID POS
RK3288  ANDROID 11, 2GB+32GB, DDR3, 14''  FRONT DISPLAY , CAPACITIVE TP",INR 18900.00,INR 25000.00,668,INR 15750.00," SCANGLE  DESKTOP ANDROID POS
RK3288  ANDROID 11, 2GB+32GB, DDR3, 14''  FRONT DISPLAY , CAPACITIVE TP",,,,0.00,INR 0.00,fifo,84705010,FALSE,,,,,,0.000000,0.000000,0.000000,0.000000,cm,kg,true,,,GST18,18.000000,Group,IGST18,18.000000,Simple,
99381000030749648,SCANGLE-All IN ONE POS TERMINAL - Scale,nos,"SCANGLE PORTABLE PRINTER,2 INCH
INTERFACE: USB, BLUETOOTH",goods,,,,,,true,,PRINTERS & SCANNERS,Inventory,SCANGLE- PORTABLE THERMAL PRINTER,"SCANGLE PORTABLE PRINTER,2 INCH
INTERFACE: USB, BLUETOOTH",INR 1900.00,INR 4750.00,PTP,INR 1575.00,"SCANGLE PORTABLE PRINTER, 2 INCH
INTERFACE: USB, BLUETOOTH",,,,0.00,INR 0.00,fifo,84433290,FALSE,,,,,,0.000000,0.000000,0.000000,0.000000,cm,kg,true,,,GST18,18.000000,Group,IGST18,18.000000,Simple,
99381000030749649,SCANGLE-All IN ONE POS TERMINAL - Scale,nos,"SCANGLE PRICE VERIFIER
RK3568 ANDROID 11,2GB+32GB, 10.1 "" DISPLAY",goods,,,,,,true,,TOUCH POS SYSTEMS,Inventory,"SCANGLE - PRICE VERIFIER 10.1""","SCANGLE PRICE VERIFIER
RK3568 ANDROID 11,2GB+32GB, 10.1 "" DISPLAY",INR 22000.00,INR 55000.00,PRICEVERIFIER101,INR 17500.00,"SCANGLE PRICE VERIFIER
RK3568 ANDROID 11,2GB+32GB, 10.1 "" DISPLAY",,,,0.00,INR 0.00,fifo,84433290,FALSE,,,,,,0.000000,0.000000,0.000000,0.000000,cm,kg,true,,,GST18,18.000000,Group,IGST18,18.000000,Simple,
99381000030749650,SCANGLE-All IN ONE POS TERMINAL - Scale,nos,"RK3566,Android 11,2GB,32GB,7"" Display,80mm printer",goods,,,,,,true,,TOUCH POS SYSTEMS,Inventory,"Portable POS 7""","RK3566,Android 11,2GB,32GB,7"" Display,80mm printer",INR 16500.00,INR 41250.00,A7,INR 13500.00,"RK3566,Android 11,2GB,32GB,7"" Display,80mm printer",,,,0.00,INR 0.00,fifo,84705010,FALSE,,,,,,0.000000,0.000000,0.000000,0.000000,cm,kg,true,,,GST18,18.000000,Group,IGST18,18.000000,Simple,
99381000030749651,"SCANGLE-POS TERMINAL SGT-i8 15.6""  i5 5TH GEN",nos,"SCANGLE  DESKTOP WINDOWS POS
INTEL i5 3RD GEN WINDOWS 10, 4GB+128GB SSD, 15.6'' FRONT DISPLAY, ALLUMINIUM FOLDABLE BODY,COLOUR : BLACK
",goods,,,,,,true,,TOUCH POS SYSTEMS,Inventory,"POS TERMINAL 15.6"" Windows i5 5","SCANGLE  DESKTOP WINDOWS POS
INTEL i5 3RD GEN WINDOWS 10, 4GB+128GB SSD, 15.6'' FRONT DISPLAY, ALLUMINIUM FOLDABLE BODY,COLOUR : BLACK
",INR 32500.00,INR 40000.00,280F156,INR 26000.00,"SCANGLE  DESKTOP WINDOWS POS
INTEL i5 3RD GEN WINDOWS 10, 4GB+128GB SSD, 15.6'' FRONT DISPLAY, ALLUMINIUM FOLDABLE BODY,COLOUR : BLACK
",,,,0.00,INR 0.00,fifo,84705010,FALSE,,,,,,0.000000,0.000000,0.000000,0.000000,cm,kg,true,,,GST18,18.000000,Group,IGST18,18.000000,Simple,
99381000030749653,SCANGLE-All IN ONE POS TERMINAL - Scale,nos,"USB+LAN PRINTER 80MM
",goods,,,,,,true,,PRINTERS & SCANNERS,Inventory,SCANGLE - XP-350B THERMAL PRINTER,"USB+LAN PRINTER 80MM
",INR 3250.00,INR 8125.00,XP350BLANEC,INR 2600.00,"USB+LAN PRINTER 80MM
",,,,0.00,INR 0.00,fifo,84433290,FALSE,,,,,,0.000000,0.000000,0.000000,0.000000,cm,kg,true,,,GST18,18.000000,Group,IGST18,18.000000,Simple,
99381000030749655,"SCANGLE-POS TERMINAL SGT-i8 15.6""  i5 5TH GEN",nos,"15.6 INCH ANDROID POS
 RK3566/2GB+ 32GB SSD
 80MM PRINTER
 ANDROID 11
 AI CAMERA
 WITH WEIGHING",goods,,,,,,true,,BILL PRINTING SCALES,Inventory,AI Pos Scale,"15.6 INCH ANDROID POS
 RK3566/2GB+ 32GB SSD
 80MM PRINTER
 ANDROID 11
 AI CAMERA
 WITH WEIGHING",INR 31750.00,INR 79375.00,AIPOS,INR 26450.00,"15.6 INCH ANDROID POS
 RK3566/2GB+ 32GB SSD
 80MM PRINTER
 ANDROID 11
 AI CAMERA
 WITH WEIGHING",,,,0.00,INR 0.00,fifo,84705010,FALSE,,,,,,0.000000,0.000000,0.000000,0.000000,cm,kg,true,,,GST18,18.000000,Group,IGST18,18.000000,Simple,
99381000030749656,"SCANGLE - POS TERMINAL SGT-668A 15.6"" (WH-4GB)",nos,"RK3568/2GB/16GB SSD 15.6"" FRONT DISPLAY CAPACITIVE TP ADROID 11, 11.6"" REAR DISPLAY COLOUR -WHITE",goods,,,,,,true,,TOUCH POS SYSTEMS,Inventory,"POS TERMINAL 15.6"" REAR 11.6""","RK3568/2GB/16GB SSD 15.6"" FRONT DISPLAY CAPACITIVE TP ADROID 11, 11.6"" REAR DISPLAY COLOUR -WHITE",INR 25350.00,INR 36000.00,156ARD,INR 21100.00,"RK3568/2GB/16GB SSD 15.6"" FRONT DISPLAY CAPACITIVE TP ADROID 11, 11.6"" REAR DISPLAY COLOUR -WHITE",,,,0.00,INR 0.00,fifo,84705010,FALSE,,,,,,0.000000,0.000000,0.000000,0.000000,cm,kg,true,,,GST18,18.000000,Group,IGST18,18.000000,Simple,
99381000030749657,"SCANGLE-POS TERMINAL SGT-i8 15.6""  i5 5TH GEN",nos,15.6 INCH ANDROID POS RK3566/2GB+ 32GB SSD 80MM PRINTER ANDROID 11 AI CAMERA BARCODE PRINTER WITH WEIGHING,goods,,,,,,true,,BILL PRINTING SCALES,Inventory,AI Barcode Label scale,15.6 INCH ANDROID POS RK3566/2GB+ 32GB SSD 80MM PRINTER ANDROID 11 AI CAMERA BARCODE PRINTER WITH WEIGHING,INR 34200.00,INR 85500.00,AILBL,INR 28500.00,15.6 INCH ANDROID POS RK3566/2GB+ 32GB SSD 80MM PRINTER ANDROID 11 AI CAMERA BARCODE PRINTER WITH WEIGHING,,,,0.00,INR 0.00,fifo,84705010,FALSE,,,,,,0.000000,0.000000,0.000000,0.000000,cm,kg,true,,,GST18,18.000000,Group,IGST18,18.000000,Simple,
99381000030749658,"SCANGLE - POS TERMINAL SGT-668A 15.6"" (WH-4GB)",nos,"SCANGLE HAND HELD ANDROID POS
MTK6580(1.3GHz) ANDROID 11,2GB+16GB, 5.5'' IPS DISPLAY, 58mm(2'') THERMAL PRINTER, WIFI WITH 4G + NFC",goods,,,,,,true,,TOUCH POS SYSTEMS,Inventory,"Portable POS 5"" NFC","SCANGLE HAND HELD ANDROID POS
MTK6580(1.3GHz) ANDROID 11,2GB+16GB, 5.5'' IPS DISPLAY, 58mm(2'') THERMAL PRINTER, WIFI WITH 4G + NFC",INR 11300.00,INR 28250.00,A5,INR 9400.00,"SCANGLE HAND HELD ANDROID POS
MTK6580(1.3GHz) ANDROID 11,2GB+16GB, 5.5'' IPS DISPLAY, 58mm(2'') THERMAL PRINTER, WIFI WITH 4G + NFC",,,,0.00,INR 0.00,fifo,84705010,FALSE,,,,,,0.000000,0.000000,0.000000,0.000000,cm,kg,true,,,GST18,18.000000,Group,IGST18,18.000000,Simple,
99381000030749659,"SCANGLE-POS TERMINAL SGT-i8 15.6""  i5 5TH GEN",nos,"15.6 INCH ANDROID POS RK3568/2GB+ 32GB SSD 80MM PRINTER ANDROID 11 AI CAMERA WITH WEIGHING,REAR DISPLAY",goods,,,,,,true,,BILL PRINTING SCALES,Inventory,AI Pos Scale with rear Display,"15.6 INCH ANDROID POS RK3568/2GB+ 32GB SSD 80MM PRINTER ANDROID 11 AI CAMERA WITH WEIGHING,REAR DISPLAY",INR 36000.00,INR 90000.00,AIPOSRD,INR 30000.00,"15.6 INCH ANDROID POS RK3568/2GB+ 32GB SSD 80MM PRINTER ANDROID 11 AI CAMERA WITH WEIGHING,REAR DISPLAY",,,,0.00,INR 0.00,fifo,84705010,FALSE,,,,,,0.000000,0.000000,0.000000,0.000000,cm,kg,true,,,GST18,18.000000,Group,IGST18,18.000000,Simple,
99381000030749872,Analytical Balance 200g/0.0001g - Internal,nos,Model :YSA    Max : 200g Min : 100mg e: 1mg   d : 0.1mg ,goods,,,,,,false,,ANALYTICAL SCALES,Inventory,Analytical Balance 200g/0.0001g - Internal,Model :YSA    Max : 200g Min : 100mg e: 1mg   d : 0.1mg ,INR 27500.00,INR 49000.00,YSA204I,INR 17796.00, Max : 200g Min : 100mg e: 1mg        d : 0.1mg Model :YSA ,,,,0.00,INR 0.00,fifo,90160020,FALSE,,,,,,8.000000,43.000000,35.000000,41.000000,cm,kg,true,,,GST18,18.000000,Group,IGST18,18.000000,Simple,1
99381000030749903,Bill Printing scale Q8POS,nos,Make:YESWEIGH  Model:YS-30   Max:30kg  e:5g  Min:100g  Class:III,goods,,,,,,false,,BILL PRINTING SCALES,Inventory,Electronic  Cash scale Q8,Make:YESWEIGH  Model:YS-30   Max:30kg  e:5g  Min:100g  Class:III,INR 15500.00,INR 29000.00,ECS5W,INR 10779.00,,,,,0.00,INR 0.00,fifo,84238190,FALSE,,,,,,14.000000,45.000000,52.000000,55.000000,cm,kg,true,,,GST18,18.000000,Group,IGST18,18.000000,Simple,2
99381000030749904,Bill  Printing scale Q74W,nos,Make: YESWEIGH  Model:YS-30   Max:30kg  e:5g  Min:100g  Class:III,goods,,,,,,false,,BILL PRINTING SCALES,Inventory,Bill  Printing scale Q7,Make: YESWEIGH  Model:YS-30   Max:30kg  e:5g  Min:100g  Class:III,INR 11500.00,INR 24500.00,ECS4W,INR 7900.00,,,,,0.00,INR 0.00,fifo,84231000,FALSE,,,,,,14.000000,54.000000,43.000000,51.000000,cm,kg,true,,,GST18,18.000000,Group,IGST18,18.000000,Simple,2
99381000030749905,Cash Box,nos,,goods,,,,,,false,,BILL PRINTING SCALES,Inventory,Cash Box 5D ECS,,INR 2850.00,INR 3900.00,ECSCD,INR 2195.00,,,,,0.00,INR 0.00,fifo,84239020,FALSE,,,,,,18.000000,48.000000,36.000000,47.000000,cm,kg,true,,,GST18,18.000000,Group,IGST18,18.000000,Simple,3
99381000030749909,"BT PRINTER 3"" (XP-Q600)",nos,,goods,,,,,,true,,PRINTERS & SCANNERS,Inventory,"BT PRINTER 3"" (XP-Q600)",,INR 4700.00,INR 11750.00,XPBT3,INR 3800.00,,,,,0.00,INR 0.00,fifo,84433290,FALSE,,,,,,0.000000,0.000000,0.000000,0.000000,cm,kg,true,,,GST18,18.000000,Group,IGST18,18.000000,Simple,
99381000030749910,"BT PRINTER 2"" (XP-P503A)",nos,,goods,,,,,,true,,PRINTERS & SCANNERS,Inventory,"BT PRINTER 2"" (XP-P503A)",,INR 1800.00,INR 4500.00,XPBT2,INR 1450.00,,,,,0.00,INR 0.00,fifo,84433290,FALSE,,,,,,0.000000,0.000000,0.000000,0.000000,cm,kg,true,,,GST18,18.000000,Group,IGST18,18.000000,Simple,
99381000030749911,BENCH SCALE PRO MAX (TOUCH),nos,"DISPLAY: 9/10 INCH
PRINTER: 58MM
PAN SIZE: 300X340 MM
BATTERY: 12V
Max : 30Kg Min : 100g e : 5g Class III
Make : SCANGLE",goods,,,,,,true,,BILL PRINTING SCALES,Inventory,BENCH SCALE PRO MAX Ms,"DISPLAY: 9/10 INCH
PRINTER: 58MM
PAN SIZE: 300X340 MM
BATTERY: 12V
Max : 30Kg Min : 100g e : 5g Class III
Make : SCANGLE",INR 14500.00,INR 36250.00,BPMXMS,INR 9750.00,"DISPLAY: 9/10 INCH
PRINTER: 58MM
PAN SIZE: 300X340 MM
BATTERY: 12V",,,,0.00,INR 0.00,fifo,84238190,FALSE,,,,,,0.000000,0.000000,0.000000,0.000000,cm,kg,true,,,GST18,18.000000,Group,IGST18,18.000000,Simple,
99381000030749912,BENCH SCALE PRO MAX (TOUCH - SS),nos,"DISPLAY: 9/10 INCH
PRINTER: 58MM
PAN SIZE: 300X340 MM
BATTERY: 12V
Max : 30Kg Min : 100g e : 5g Class III
Make : SCANGLE",goods,,,,,,true,,BILL PRINTING SCALES,Inventory,BENCH SCALE PRO MAX SS,"DISPLAY: 9/10 INCH
PRINTER: 58MM
PAN SIZE: 300X340 MM
BATTERY: 12V
Max : 30Kg Min : 100g e : 5g Class III
Make : SCANGLE",INR 16500.00,INR 41250.00,BPMXSS,INR 11925.00,"DISPLAY: 9/10 INCH
PRINTER: 58MM
PAN SIZE: 300X340 MM
BATTERY: 12V",,,,0.00,INR 0.00,fifo,84238190,FALSE,,,,,,0.000000,0.000000,0.000000,0.000000,cm,kg,true,,,GST18,18.000000,Group,IGST18,18.000000,Simple,
99381000030750315,ELECTRONIC CASH REGISTER (BLACK),nos,Make: YES WEIGH  Model:YSP-1000 Max:1000kg  e:100g  Min:2kg  Class:III,goods,,,,,,false,,INDUSTRIAL SCALES,Inventory,Platform 1mx1m,Make: YES WEIGH  Model:YSP-1000 Max:1000kg  e:100g  Min:2kg  Class:III,INR 12000.00,INR 29000.00,PLT1000,INR 10370.00,,,,,0.00,INR 0.00,fifo,84239020,FALSE,,,,,,80.000000,108.000000,14.000000,108.000000,cm,kg,true,,,GST18,18.000000,Group,IGST18,18.000000,Simple,1
99381000030750316,ELECTRONIC CASH REGISTER (BLACK),nos,"Make: YESWEIGH Model: YSPR 1.2
Max: 2000 Kg e: 200 g Min: 4 Kg 
Class : III",goods,,,,,,false,,INDUSTRIAL SCALES,Inventory,Platform 1.2mx1.2m,"Make: YESWEIGH Model: YSPR 1.2
Max: 2000 Kg e: 200 g Min: 4 Kg 
Class : III",INR 15600.00,INR 45000.00,PLT1200,INR 13362.00,,,,,0.00,INR 0.00,fifo,84239020,FALSE,,,,,,110.000000,125.000000,15.000000,125.000000,cm,kg,true,,,GST18,18.000000,Group,IGST18,18.000000,Simple,1
99381000030750317,ELECTRONIC CASH REGISTER (BLACK),nos,Make: YESWEIGH  Model: YSPR 1.5   Max:3000kg  e:500g  Min:10kg  Class:III,goods,,,,,,false,,INDUSTRIAL SCALES,Inventory,Platform 1.5mx1.5m,Make: YESWEIGH  Model: YSPR 1.5   Max:3000kg  e:500g  Min:10kg  Class:III,INR 27200.00,INR 48000.00,PLT1500,INR 23658.00,,,,,0.00,INR 0.00,fifo,84239020,FALSE,,,,,,180.000000,159.000000,15.000000,159.000000,cm,kg,true,,,GST18,18.000000,Group,IGST18,18.000000,Simple,1
99381000030750318,ELECTRONIC CASH REGISTER (BLACK),nos,,goods,,,,,,false,,TOUCH POS SYSTEMS,Inventory,Electronic cash register,,INR 11500.00,INR 20000.00,ECR,INR 9700.00,Wifi inbuilt,,,,0.00,INR 0.00,fifo,84705010,FALSE,,,,,,4.000000,39.000000,21.000000,41.000000,cm,kg,true,,,GST18,18.000000,Group,IGST18,18.000000,Simple,1
99381000030750319,ELECTRONIC CASH REGISTER (BLACK),nos,,goods,,,,,,false,,WEIGHING INDICATORS,Inventory,Floor Scale Indicator,,INR 1800.00,INR 3500.00,FSIND,INR 878.00,,,,,0.00,INR 0.00,fifo,84239020,FALSE,,,,,,2.000000,34.000000,23.000000,22.000000,cm,kg,true,,,GST18,18.000000,Group,IGST18,18.000000,Simple,1
99381000030750320,ELECTRONIC CASH REGISTER (BLACK),nos,,goods,,,,,,false,,WEIGHING INDICATORS,Inventory,ECS Indicator,,INR 14500.00,INR 26000.00,ECSIND,INR 11690.00,,,,,0.00,INR 0.00,fifo,84231000,FALSE,,,,,,4.000000,34.000000,19.000000,26.000000,cm,kg,true,,,GST18,18.000000,Group,IGST18,18.000000,Simple,1
