Product ID,Product Name,Usage unit,Description,Product Type,AttributeName1,AttributeName2,AttributeName3,Manufacturer,Brand,Is Returnable Item,Is Receivable Service,Category Name,Variant Type,Variant Name,Variant Description,Selling Price,MRP,SKU,Purchase Price,Purchase Description,AttributeOption1,AttributeOption2,AttributeOption3,Opening Stock,Opening Stock Value,Inventory Valuation Method,HSN/SAC,Is Tax Calculated on Label Price,UPC,EAN,ISBN,Part Number,Reorder Level,Package weight,Package width,Package height,Package length,Dimension Unit,Weight Unit,Taxable,Exemption Reason,Taxability Type,Intra State Tax Name,Intra State Tax Rate,Intra State Tax Type,Inter State Tax Name,Inter State Tax Rate,Inter State Tax Type,Item.CF.No of pcs in Master carton
99381000030750321,ELECTRONIC CASH REGISTER (BLACK),nos,Make:YESWEIGH  Model:YSJ-50   Max:620.81g Min:500mg e:10mg    Class:II,goods,,,,,,false,,ANALYTICAL SCALES,Inventory,Electronic weighing scale DJ600,Make:YESWEIGH  Model:YSJ-50   Max:620.81g Min:500mg e:10mg    Class:II,INR 4500.00,INR 11250.00,DJ600,INR 3576.00,,,,,0.00,INR 0.00,fifo,84231000,FALSE,,,,,,4.000000,33.000000,14.000000,29.000000,cm,kg,true,,,GST18,18.000000,Group,IGST18,18.000000,Simple,
99381000030750323,ELECTRONIC CASH REGISTER (BLACK),nos,,goods,,,,,,true,,TOUCH POS SYSTEMS,Inventory,ELECTRONIC CASH REGISTER,,INR 7250.00,INR 13500.00,ECRB,INR 5750.00,,,,,0.00,INR 0.00,fifo,84705010,FALSE,,,,,,0.000000,0.000000,0.000000,0.000000,cm,kg,true,,,GST18,18.000000,Group,IGST18,18.000000,Simple,
99381000030750324,"DESKTOP PRINTER USB/LAN 3"" (XP-Q600L)",nos,"3 inch Desktop U+L Printer,Printing Speed:230mm/s, Printer width:80mm , Interface:USB/USB+Lan, Thremal ",goods,,,,,,true,,PRINTERS & SCANNERS,Inventory,"DESKTOP PRINTER USB/LAN 3"" (XP-Q600L)","3 inch Desktop U+L Printer,Printing Speed:230mm/s, Printer width:80mm , Interface:USB/USB+Lan, Thremal ",INR 4100.00,INR 10250.00,XPDULP3R,INR 2800.00,"3 inch Desktop U+L Printer,Printing Speed:230mm/s, Printer width:80mm , Interface:USB/USB+Lan, Thremal ",,,,0.00,INR 0.00,fifo,84433290,FALSE,,,,,,0.000000,0.000000,0.000000,0.000000,cm,kg,true,,,GST18,18.000000,Group,IGST18,18.000000,Simple,
99381000030750325,Double display Indicator (Green),nos,Display : Green,goods,,,,,,false,,WEIGHING INDICATORS,Inventory,Double display Indicator (Green),Display : Green,INR 1200.00,INR 3800.00,INDDBG,INR 846.00,Display : Green,,,,0.00,INR 0.00,fifo,84238190,FALSE,,,,,,0.000000,0.000000,0.000000,0.000000,cm,kg,true,,,GST18,18.000000,Group,IGST18,18.000000,Simple,
99381000030750326,ECS CLOUD Additional to STD,nos,,goods,,,,,,true,,SOFTWARE KEYS,Inventory,ECS CLOUD Additional to STD,,INR 601.00,INR 1502.50,YESCLOUDADDITIONALSTD,INR 601.00,,,,,0.00,INR 0.00,fifo,85238020,FALSE,,,,,,0.000000,0.000000,0.000000,0.000000,cm,kg,true,,,GST18,18.000000,Group,IGST18,18.000000,Simple,
99381000030750327,ECS CLOUD New User,nos,,goods,,,,,,true,,SOFTWARE KEYS,Inventory,ECS CLOUD New User,,INR 580.00,INR 1450.00,YESCLOUDUSER,INR 449.00,,,,,0.00,INR 0.00,fifo,85238020,FALSE,,,,,,0.000000,0.000000,0.000000,0.000000,cm,kg,true,,,GST18,18.000000,Group,IGST18,18.000000,Simple,
99381000030750489,PRICE COMPUTING SCALE - WHITE - EC(AY),nos,,goods,,,,,,false,,WEIGHING INDICATORS,Inventory,PRICE COMPUTING INDICATOR.,,INR 1200.00,INR 3000.00,PRCIND2,INR 900.00,,,,,0.00,INR 0.00,fifo,84239020,FALSE,,,,,,0.000000,0.000000,0.000000,0.000000,cm,kg,true,,,GST18,18.000000,Group,IGST18,18.000000,Simple,
99381000030750492,POS CLOUD Multi shop,nos,Max : 210g Min : 100mg e: 1mg d : 1mg  Class : I Model :YSA,goods,,,,,,true,,ANALYTICAL SCALES,Inventory,Precision Balance JA203P (210g/0.001g),Max : 210g Min : 100mg e: 1mg d : 1mg  Class : I Model :YSA,INR 8000.00,INR 18000.00,YSA213P,INR 5911.00,Max : 210g Min : 100mg e: 1mg d : 1mg  Class : I Model :YSA,,,,0.00,INR 0.00,fifo,84238190,FALSE,,,,,,0.000000,0.000000,0.000000,0.000000,cm,kg,true,,,GST18,18.000000,Group,IGST18,18.000000,Simple,
99381000030750493,POS CLOUD Multi shop,nos,Max : 600g Min : 100mg e: 1mg d : 1mg Class : I Model :YSA,goods,,,,,,true,,ANALYTICAL SCALES,Inventory,Precision Balance JA603 (600g/0.001g),Max : 600g Min : 100mg e: 1mg d : 1mg Class : I Model :YSA,INR 27000.00,INR 40000.00,YSA603JA,INR 20694.00,Max : 600g Min : 100mg e: 1mg d : 1mg Class : I Model :YSA,,,,0.00,INR 0.00,fifo,84238190,FALSE,,,,,,0.000000,0.000000,0.000000,0.000000,cm,kg,true,,,GST18,18.000000,Group,IGST18,18.000000,Simple,
99381000030750495,POS CLOUD Multi shop,nos,"Printing Speed:70mm/s, Printer width:48mm , Roll diameter:50mm, Thremal /Label",goods,,,,,,true,,PRINTERS & SCANNERS,Inventory,"PORTABLE PRINTER BT 2"" (RECEIPT/LABEL) XP-P201A","Printing Speed:70mm/s, Printer width:48mm , Roll diameter:50mm, Thremal /Label",INR 2750.00,INR 6875.00,XPPBP2RL,INR 2250.00,"Printing Speed:70mm/s, Printer width:48mm , Roll diameter:50mm, Thremal /Label",,,,0.00,INR 0.00,fifo,84433290,FALSE,,,,,,0.000000,0.000000,0.000000,0.000000,cm,kg,true,,,GST18,18.000000,Group,IGST18,18.000000,Simple,
99381000030750496,POS CLOUD Multi shop,nos,"Printing Speed:70mm/s, Printer width:48mm , Roll diameter:50mm, Thremal /Label",goods,,,,,,true,,PRINTERS & SCANNERS,Inventory,"PORTABLE PRINTER BT 3"" (XP-P801A)","Printing Speed:70mm/s, Printer width:48mm , Roll diameter:50mm, Thremal /Label",INR 3750.00,INR 9375.00,XPPBP3R,INR 3100.00,"Printing Speed:70mm/s, Printer width:48mm , Roll diameter:50mm, Thremal /Label",,,,0.00,INR 0.00,fifo,84433290,FALSE,,,,,,0.000000,0.000000,0.000000,0.000000,cm,kg,true,,,GST18,18.000000,Group,IGST18,18.000000,Simple,
99381000030750669,"All in one pos 14"" Android",nos,"SCANGLE ALL IN ONE ANDROID POS
RK3566QUAD CORE ANDROID 11, 2GB+16GB,  14'' IPS SCREEN,80mm THERMAL PRINTER AUTO CUTTER",goods,,,,,,true,,TOUCH POS SYSTEMS,Inventory,"All in one pos 14"" Android","SCANGLE ALL IN ONE ANDROID POS
RK3566QUAD CORE ANDROID 11, 2GB+16GB,  14'' IPS SCREEN,80mm THERMAL PRINTER AUTO CUTTER",INR 24750.00,INR 61875.00,A14,INR 19800.00,"SCANGLE ALL IN ONE ANDROID POS
RK3566QUAD CORE ANDROID 11, 2GB+16GB,  14'' IPS SCREEN,80mm THERMAL PRINTER AUTO CUTTER",,,,0.00,INR 0.00,fifo,84705010,FALSE,,,,,,0.000000,0.000000,0.000000,0.000000,cm,kg,true,,,GST18,18.000000,Group,IGST18,18.000000,Simple,
99381000030750697,CCM  - Value Counting Machine,nos,,goods,,,,,,false,,CURRENCY COUNTING MACHINES,Inventory,CCM  - Value Counting Machine,,INR 7700.00,INR 19500.00,AL66,INR 6660.00,,,,,0.00,INR 0.00,fifo,84729090,FALSE,,,,,,0.000000,0.000000,0.000000,0.000000,cm,kg,true,,,GST18,18.000000,Group,IGST18,18.000000,Simple,
99381000030751007,SPOS KEY -PRO,nos,,goods,,,,,,true,,SOFTWARE KEYS,Inventory,SPOS KEY -PRO,,INR 3500.00,INR 6000.00,SPOSPRO,INR 3000.00,,,,,0.00,INR 0.00,fifo,85238020,FALSE,,,,,,0.000000,0.000000,0.000000,0.000000,cm,kg,true,,,GST18,18.000000,Group,IGST18,18.000000,Simple,
99381000030751022,SPOS KEY -ELITE,nos,,goods,,,,,,true,,SOFTWARE KEYS,Inventory,SPOS KEY -ELITE,,INR 5000.00,INR 7000.00,SPOSELITE,INR 4500.00,,,,,0.00,INR 0.00,fifo,85238020,FALSE,,,,,,0.000000,0.000000,0.000000,0.000000,cm,kg,true,,,GST18,18.000000,Group,IGST18,18.000000,Simple,
99381000030751039,SPOS KEY -LITE TO ELITE,nos,,goods,,,,,,true,,SOFTWARE KEYS,Inventory,SPOS KEY -LITE TO ELITE,,INR 2500.00,INR 2500.00,SPOSLITEELITE,INR 2500.00,,,,,0.00,INR 0.00,fifo,85238020,FALSE,,,,,,0.000000,0.000000,0.000000,0.000000,cm,kg,true,,,GST18,18.000000,Group,IGST18,18.000000,Simple,
99381000030751054,SPOS KEY -LITE,nos,,goods,,,,,,true,,SOFTWARE KEYS,Inventory,SPOS KEY -LITE,,INR 2500.00,INR 4500.00,SPOSLITE,INR 2000.00,,,,,0.00,INR 0.00,fifo,85238020,FALSE,,,,,,0.000000,0.000000,0.000000,0.000000,cm,kg,true,,,GST18,18.000000,Group,IGST18,18.000000,Simple,
99381000030751073,ECS CLOUD Additional Terminal (2 month),nos,,goods,,,,,,true,,SOFTWARE KEYS,Inventory,ECS CLOUD Additional Terminal (2 month),,INR 280.00,INR 350.00,YESCLOUDECS2M,INR 180.00,,,,,0.00,INR 0.00,fifo,85238020,FALSE,,,,,,0.000000,0.000000,0.000000,0.000000,cm,kg,true,,,GST18,18.000000,Group,IGST18,18.000000,Simple,
99381000030751126,ECS CLOUD Additional Terminal (6 month),nos,,goods,,,,,,true,,SOFTWARE KEYS,Inventory,ECS CLOUD Additional Terminal (6 month),,INR 840.00,INR 1250.00,YESCLOUDECS6M,INR 540.00,,,,,0.00,INR 0.00,fifo,85238020,FALSE,,,,,,0.000000,0.000000,0.000000,0.000000,cm,kg,true,,,GST18,18.000000,Group,IGST18,18.000000,Simple,
99381000030751191,ECS CLOUD Standard (2 Month),nos,,goods,,,,,,true,,SOFTWARE KEYS,Inventory,ECS CLOUD Standard (2 Month),,INR 500.00,INR 750.00,YESCLOUDSTD2M,INR 400.00,,,,,0.00,INR 0.00,fifo,85238020,FALSE,,,,,,0.000000,0.000000,0.000000,0.000000,cm,kg,true,,,GST18,18.000000,Group,IGST18,18.000000,Simple,
99381000030751210,ECS CLOUD Standard (6 Month),nos,,goods,,,,,,true,,SOFTWARE KEYS,Inventory,ECS CLOUD Standard (6 Month),,INR 1170.00,INR 1370.00,YESCLOUDSTD6M,INR 900.00,,,,,0.00,INR 0.00,fifo,85238020,FALSE,,,,,,0.000000,0.000000,0.000000,0.000000,cm,kg,true,,,GST18,18.000000,Group,IGST18,18.000000,Simple,
99381000030751225,ECS CLOUD Additional 1000 products,nos,,goods,,,,,,true,,SOFTWARE KEYS,Inventory,ECS CLOUD Additional 1000 products,,INR 1250.00,INR 1500.00,YESCLOUDPRODUCTS,INR 849.00,,,,,0.00,INR 0.00,fifo,85238020,FALSE,,,,,,0.000000,0.000000,0.000000,0.000000,cm,kg,true,,,GST18,18.000000,Group,IGST18,18.000000,Simple,
99381000030751244,ECS CLOUD Double Standard (Yearly),nos,,goods,,,,,,true,,SOFTWARE KEYS,Inventory,ECS CLOUD Double Standard (Yearly),,INR 4000.00,INR 5000.00,YESCLOUDSTDDY,INR 3000.00,,,,,0.00,INR 0.00,fifo,85238020,FALSE,,,,,,0.000000,0.000000,0.000000,0.000000,cm,kg,true,,,GST18,18.000000,Group,IGST18,18.000000,Simple,
99381000030751261,ECS CLOUD Standard TO Premium,nos,,goods,,,,,,true,,SOFTWARE KEYS,Inventory,ECS CLOUD Standard TO Premium,,INR 1000.00,INR 1000.00,YESCLOUDSTDPRE,INR 1000.00,,,,,0.00,INR 0.00,fifo,85238020,FALSE,,,,,,0.000000,0.000000,0.000000,0.000000,cm,kg,true,,,GST18,18.000000,Group,IGST18,18.000000,Simple,
99381000030751276,ECS CLOUD Additional Sales,nos,,goods,,,,,,true,,SOFTWARE KEYS,Inventory,ECS CLOUD Additional Sales,,INR 500.00,INR 750.00,YESCLOUDSALESY,INR 300.00,,,,,0.00,INR 0.00,fifo,85238020,FALSE,,,,,,0.000000,0.000000,0.000000,0.000000,cm,kg,true,,,GST18,18.000000,Group,IGST18,18.000000,Simple,
99381000030751291,ECS CLOUD Additional Terminal,nos,,goods,,,,,,true,,SOFTWARE KEYS,Inventory,ECS CLOUD Additional Terminal,,INR 1000.00,INR 1500.00,YESCLOUDECSY,INR 899.00,,,,,0.00,INR 0.00,fifo,85238020,FALSE,,,,,,0.000000,0.000000,0.000000,0.000000,cm,kg,true,,,GST18,18.000000,Group,IGST18,18.000000,Simple,
99381000030751321,ECS CLOUD Premium (Yearly),nos,,goods,,,,,,true,,SOFTWARE KEYS,Inventory,ECS CLOUD Premium (Yearly),,INR 3000.00,INR 3500.00,YESCLOUDPREY,INR 2500.00,,,,,0.00,INR 0.00,fifo,85238020,FALSE,,,,,,0.000000,0.000000,0.000000,0.000000,cm,kg,true,,,GST18,18.000000,Group,IGST18,18.000000,Simple,
99381000030751338,ECS CLOUD Standard (Yearly),nos,,goods,,,,,,true,,SOFTWARE KEYS,Inventory,ECS CLOUD Standard (Yearly),,INR 2000.00,INR 2500.00,YESCLOUDSTDY,INR 1500.00,,,,,0.00,INR 0.00,fifo,85238020,FALSE,,,,,,0.000000,0.000000,0.000000,0.000000,cm,kg,true,,,GST18,18.000000,Group,IGST18,18.000000,Simple,
99381000030755156,TABLE TOP SCALE PC (GREEN-AY),nos,"Model : YST-30
Max : 30kg e:5gm Min: 100g Class III
Display : Green",goods,,,,,,false,,WEIGHING SCALES INDIA,Inventory,VIBRANT POLE (BM+USB),"Model : YST-30
Max : 30kg e:5gm Min: 100g Class III
Display : Green",INR 1990.00,INR 4975.00,VBPLU,INR 1610.00,"Model : YST-30
Max : 30kg e:5gm Min: 100g Class III
Display : Green,6V Battery,Bangalore Motherboard, USB",,,,0.00,INR 0.00,fifo,84231000,FALSE,,,,,,20.000000,32.000000,48.000000,62.000000,cm,kg,true,,,GST18,18.000000,Group,IGST18,18.000000,Simple,6
99381000030918021,Printer - Bench Pro,nos,,goods,,,,,,true,,,Inventory,Printer Bench Pro,,INR 1500.00,INR 2500.00,BPR001,INR 1093.00,,,,,0.00,INR 0.00,fifo,84239020,FALSE,,,,,,0.000000,0.000000,0.000000,0.000000,cm,kg,true,,,GST18,18.000000,Group,IGST18,18.000000,Simple,
99381000030918035,Bluetooth Module with Cable,nos,,goods,,,,,,true,,,Inventory,Bluetooth module Bpro,,INR 350.00,INR 500.00,BPR002,INR 364.00,,,,,0.00,INR 0.00,fifo,84239020,FALSE,,,,,,0.000000,0.000000,0.000000,0.000000,cm,kg,true,,,GST18,18.000000,Group,IGST18,18.000000,Simple,
99381000030918049,Motherboard -Bench Pro,nos,,goods,,,,,,true,,,Inventory,Motherboard Bpro,,INR 1500.00,INR 2500.00,BPR003,INR 607.00,,,,,0.00,INR 0.00,fifo,84239020,FALSE,,,,,,0.000000,0.000000,0.000000,0.000000,cm,kg,true,,,GST18,18.000000,Group,IGST18,18.000000,Simple,
99381000030918063,Keyboard  - Indicator 202S,nos,,goods,,,,,,true,,,Inventory,Keyboard  - Indicator 202S,,INR 160.00,INR 400.00,KI202,INR 121.00,,,,,0.00,INR 0.00,fifo,84239020,FALSE,,,,,,0.000000,0.000000,0.000000,0.000000,cm,kg,true,,,GST18,18.000000,Group,IGST18,18.000000,Simple,
99381000030918077,3Pin Socket & Cap - Indicator 202S,nos,,goods,,,,,,true,,,Inventory,Socket & Cap - Indicator 202S 3Pin,,INR 40.00,INR 100.00,SCI202,INR 24.00,,,,,0.00,INR 0.00,fifo,84239020,FALSE,,,,,,0.000000,0.000000,0.000000,0.000000,cm,kg,true,,,GST18,18.000000,Group,IGST18,18.000000,Simple,
99381000031042058,Calibration Screw with hole,nos,,goods,,,,,,true,,GENERIC SPARE PARTS,Inventory,Calibration Screw with hole,,INR 5.00,,CALSR,INR 3.50,,,,,0.00,INR 0.00,fifo,998717,FALSE,,,,,,0.000000,0.000000,0.000000,0.000000,cm,kg,true,,,GST18,18.000000,Group,IGST18,18.000000,Simple,
99381000031042631,Power Cord with connector,pcs,,goods,,,,,,false,,,Inventory,Power Cord with connector,,INR 45.00,INR 62.50,BPC105,INR 16.08,,,,,0.00,INR 0.00,fifo,84239020,FALSE,,,,,,0.000000,0.000000,0.000000,0.000000,cm,kg,true,,,GST18,18.000000,Group,IGST18,18.000000,Simple,
99381000031042631,Power Cord with connector,pcs,,goods,,,,,,true,,,Inventory,Cord wire 2 pin,,INR 50.00,INR 150.00,2PINCW,INR 26.00,,,,,0.00,INR 0.00,fifo,84239020,FALSE,,,,,,0.000000,0.000000,0.000000,0.000000,cm,kg,true,,,GST18,18.000000,Group,IGST18,18.000000,Simple,
99381000031124006,PRICE COMPUTING SCALE 30KG RED (RJ),nos,"Make :YESWEIGH Model: YSP -30
Max:40kg e:5g Min:200g Class:
III Display : Red",goods,,,,,,true,,WEIGHING SCALE IMPORT,Inventory,ATM PC Red,"Make : YESWEIGH Max:40kg e:5g  Class:III
Display Red",INR 1850.00,INR 4200.00,ATM30RJ,INR 1707.00,,,,,0.00,INR 0.00,fifo,84231000,FALSE,,,,,,0.000000,0.000000,0.000000,0.000000,cm,kg,true,,,GST18,18.000000,Group,IGST18,18.000000,Simple,
99381000031254015,"SUNMI D2 15.6""",nos,,goods,,,,,,true,,TOUCH POS SYSTEMS,Inventory,"SUNMI D2 15.6""",SUMMI/EN version/ Multi Touch/RK3566/RAM 4GB/ROM 64GB/android 11 ,INR 14250.00,INR 35000.00,D2,INR 12000.00,"SUMMI/EN version/ Multi Touch/RK3566/RAM 4GB/ROM 64GB/android 11 
Working Warranty only ",,,,0.00,INR 0.00,fifo,84705010,FALSE,,,,,,0.000000,0.000000,0.000000,0.000000,cm,kg,true,,,GST18,18.000000,Group,IGST18,18.000000,Simple,
99381000031254038,BLUETOOTH HEADSET,nos,,goods,,,,,,true,,GENERIC SPARE PARTS,Inventory,BLUETOOTH HEADSET,"Connectivity: Bluetooth,Powerful Stereo Sound with Deep Bass,Built-In HD Microphone",INR 200.00,INR 500.00,P47,INR 150.00,"Connectivity: Bluetooth,Powerful Stereo Sound with Deep Bass,Built-In HD Microphone",,,,0.00,INR 0.00,fifo,85183000,FALSE,,,,,,0.000000,0.000000,0.000000,0.000000,cm,kg,true,,,GST18,18.000000,Group,IGST18,18.000000,Simple,
99381000031285060,F2 Class weight -1mg to 500g,box,,goods,,,,,,true,,,Inventory,F2 Class weight -1mg to 500g,,INR 7000.00,INR 17500.00,FCWT21,INR 7000.00,,,,,0.00,INR 0.00,fifo,84239020,FALSE,,,,,,0.000000,0.000000,0.000000,0.000000,cm,kg,true,,,GST18,18.000000,Group,IGST18,18.000000,Simple,
99381000031285074,F2 Class weight -2mg,nos,,goods,,,,,,true,,,Inventory,F2 Class weight -2mg,,INR 500.00,INR 1250.00,F22MG,INR 500.00,,,,,0.00,INR 0.00,fifo,84239020,FALSE,,,,,,0.000000,0.000000,0.000000,0.000000,cm,kg,true,,,GST18,18.000000,Group,IGST18,18.000000,Simple,
99381000031285088,F2 Class weight -1kg,nos,,goods,,,,,,true,,,Inventory,F2 Class weight -1kg,,INR 1400.00,INR 3500.00,F21KG,INR 1400.00,,,,,0.00,INR 0.00,fifo,84239020,FALSE,,,,,,0.000000,0.000000,0.000000,0.000000,cm,kg,true,,,GST18,18.000000,Group,IGST18,18.000000,Simple,
99381000031285107,F2 Class weight -2kg,nos,,goods,,,,,,true,,,Inventory,F2 Class weight -2kg,,INR 2250.00,INR 5625.00,F22KG,INR 2250.00,,,,,0.00,INR 0.00,fifo,84239020,FALSE,,,,,,0.000000,0.000000,0.000000,0.000000,cm,kg,true,,,GST18,18.000000,Group,IGST18,18.000000,Simple,
99381000031285121,F2 Class weight -5kg,nos,,goods,,,,,,true,,,Inventory,F2 Class weight -5kg,,INR 3200.00,INR 8000.00,F25KG,INR 3200.00,,,,,0.00,INR 0.00,fifo,84239020,FALSE,,,,,,0.000000,0.000000,0.000000,0.000000,cm,kg,true,,,GST18,18.000000,Group,IGST18,18.000000,Simple,
99381000031285135,F2 Class weight -10kg,nos,,goods,,,,,,true,,,Inventory,F2 Class weight -10kg,,INR 5400.00,INR 13500.00,F210KG,INR 5400.00,,,,,0.00,INR 0.00,fifo,84239020,FALSE,,,,,,0.000000,0.000000,0.000000,0.000000,cm,kg,true,,,GST18,18.000000,Group,IGST18,18.000000,Simple,
99381000031285149,F2 Class weight -20kg,nos,,goods,,,,,,true,,,Inventory,F2 Class weight -20kg,,INR 9500.00,INR 23750.00,F220KG,INR 9500.00,,,,,0.00,INR 0.00,fifo,84239020,FALSE,,,,,,0.000000,0.000000,0.000000,0.000000,cm,kg,true,,,GST18,18.000000,Group,IGST18,18.000000,Simple,
99381000031359091,CHOTTU STICKER SET,nos,,goods,,,,,,true,,,Inventory,CHOTTU STICKER SET,,INR 30.00,INR 75.00,CHOTT1,INR 21.00,,,,,0.00,INR 0.00,fifo,39199010,FALSE,,,,,,0.000000,0.000000,0.000000,0.000000,cm,kg,true,,,GST18,18.000000,Group,IGST18,18.000000,Simple,
99381000031359124,CHOTTU KEYPAD STICKER,nos,,goods,,,,,,true,,GENERIC SPARE PARTS,Inventory,CHOTTU KEYPAD STICKER,,INR 20.00,INR 50.00,CHOTTU,INR 13.00,,,,,0.00,INR 0.00,fifo,39199010,FALSE,,,,,,0.000000,0.000000,0.000000,0.000000,cm,kg,true,,,GST18,18.000000,Group,IGST18,18.000000,Simple,
99381000031418008,AI SCALE EXTRA DISPLAY CASE,nos,,goods,,,,,,true,,,Inventory,REAR DISPLAY CASE AI Pos,,INR 220.00,INR 550.00,ASRDC,INR 190.00,,,,,0.00,INR 0.00,fifo,81239020,FALSE,,,,,,0.000000,0.000000,0.000000,0.000000,cm,kg,true,,,GST18,18.000000,Group,IGST18,18.000000,Simple,
99381000031421052,POWERCODE  UK PIN,nos,,goods,,,,,,true,,,Inventory,Cord wire UK Pin,,INR 75.00,INR 475.00,PWCUK,INR 0.00,,,,,0.00,INR 0.00,fifo,84239020,FALSE,,,,,,0.000000,0.000000,0.000000,0.000000,cm,kg,true,,,GST18,18.000000,Group,IGST18,18.000000,Simple,
99381000031421168,Table top scale,no,"Max : 30kg E:5g Min:100g Class III
",goods,,,,,,true,,WEIGHING SCALE IMPORT,Inventory,Table top scale,,INR 1300.00,INR 3800.00,ACS30RAD,INR 800.00,,,,,0.00,INR 0.00,fifo,84231000,FALSE,,,,,200.00,0.000000,0.000000,0.000000,0.000000,cm,kg,true,,,GST18,18.000000,Group,IGST18,18.000000,Simple,
99381000031436110,Sunmi D2 Min,no,,goods,,,,,,true,,TOUCH POS SYSTEMS,Inventory,Sunmi D2 Mini,"Android 8.1 SUNMI OS,8GB ROM+2GB RAM 10.1""Support BT 2.1/3.0/4.2,Printer :58mm",INR 15400.00,INR 25000.00,D2MINI,INR 13000.00,"Android 8.1 SUNMI OS,8GB ROM+2GB RAM 10.1""Support BT 2.1/3.0/4.2,Printer :58mm",,,,0.00,INR 0.00,fifo,,FALSE,,,,,,0.000000,0.000000,0.000000,0.000000,cm,kg,true,,,GST18,18.000000,Group,IGST18,18.000000,Simple,
99381000031438755,PLATFORM Load Cell 800kg,nos,,goods,,,,,,true,,,Inventory,PLATFORM Load Cell 800kg,,INR 850.00,,PFPC800,INR 650.00,,,,,0.00,INR 0.00,fifo,84239020,FALSE,,,,,,0.000000,0.000000,0.000000,0.000000,cm,kg,true,,,GST18,18.000000,Group,IGST18,18.000000,Simple,
99381000031438769,JW Back Display,nos,,goods,,,,,,true,,,Inventory,JW Back Display,,INR 450.00,,BS0505,INR 300.00,,,,,0.00,INR 0.00,fifo,84239020,FALSE,,,,,,0.000000,0.000000,0.000000,0.000000,cm,kg,true,,,GST18,18.000000,Group,IGST18,18.000000,Simple,
99381000031442558,Q10 DOT MATRIX DISPLAY SET,nos,,goods,,,,,,true,,,Inventory,Q10 DOT MATRIX DISPLAY SET,,INR 1350.00,,Q10DOT,INR 1050.00,,,,,0.00,INR 0.00,fifo,84239020,FALSE,,,,,,0.000000,0.000000,0.000000,0.000000,cm,kg,true,,,GST18,18.000000,Group,IGST18,18.000000,Simple,
99381000031442572,POWERSUPPLY TO SMPS CONNECTOR,nos,,goods,,,,,,true,,,Inventory,POWERSUPPLY TO SMPS CONNECTOR,,INR 15.00,,SMPSCON,INR 10.00,,,,,0.00,INR 0.00,fifo,84239020,FALSE,,,,,,0.000000,0.000000,0.000000,0.000000,cm,kg,true,,,GST18,18.000000,Group,IGST18,18.000000,Simple,
99381000031442586,IND202 DUST COVER,nos,,goods,,,,,,true,,,Inventory,IND202 DUST COVER,,INR 20.00,,IND202DUST,INR 12.00,,,,,0.00,INR 0.00,fifo,84239020,FALSE,,,,,,0.000000,0.000000,0.000000,0.000000,cm,kg,true,,,GST18,18.000000,Group,IGST18,18.000000,Simple,
99381000031442600,YSA ANALYTICAL PAN,nos,,goods,,,,,,true,,,Inventory,YSA ANALYTICAL PAN,,INR 130.00,,YSAPAN,INR 105.00,,,,,0.00,INR 0.00,fifo,84239020,FALSE,,,,,,0.000000,0.000000,0.000000,0.000000,cm,kg,true,,,GST18,18.000000,Group,IGST18,18.000000,Simple,
99381000031442614,BEN PLT FRONT STICKER,nos,,goods,,,,,,true,,,Inventory,BEN PLT FRONT STICKER,,INR 20.00,,BENSTR,INR 12.00,,,,,0.00,INR 0.00,fifo,84239020,FALSE,,,,,,0.000000,0.000000,0.000000,0.000000,cm,kg,true,,,GST18,18.000000,Group,IGST18,18.000000,Simple,
99381000031442628,VIBRANT BATTERY CAP,nos,,goods,,,,,,true,,,Inventory,VIBRANT BATTERY CAP,,INR 20.00,,VIBCAP,INR 15.00,,,,,0.00,INR 0.00,fifo,84239020,FALSE,,,,,,0.000000,0.000000,0.000000,0.000000,cm,kg,true,,,GST18,18.000000,Group,IGST18,18.000000,Simple,
99381000031442642,ATM PC BOTTOM BATTERY CAP,nos,,goods,,,,,,true,,,Inventory,ATM PC BOTTOM BATTERY CAP,,INR 20.00,,ATMBATCAP,INR 15.00,,,,,0.00,INR 0.00,fifo,84239020,FALSE,,,,,,0.000000,0.000000,0.000000,0.000000,cm,kg,true,,,GST18,18.000000,Group,IGST18,18.000000,Simple,
99381000031442656,ATMPCP MASKING STICKER FRONT,nos,,goods,,,,,,true,,,Inventory,ATMPCP MASKING STICKER FRONT,,INR 5.00,,ATMPCPMASSTIKFRONT,INR 3.00,,,,,0.00,INR 0.00,fifo,84239020,FALSE,,,,,,0.000000,0.000000,0.000000,0.000000,cm,kg,true,,,GST18,18.000000,Group,IGST18,18.000000,Simple,
99381000031442670,ATMPCP MASKING STICKER BACK,nos,,goods,,,,,,true,,,Inventory,ATMPCP MASKING STICKER BACK,,INR 5.00,,ATMPCPMASSTIKBACK,INR 3.00,,,,,0.00,INR 0.00,fifo,84239020,FALSE,,,,,,0.000000,0.000000,0.000000,0.000000,cm,kg,true,,,GST18,18.000000,Group,IGST18,18.000000,Simple,
99381000031442761,BY WATERPROOF FRONT DISPLAY STICKER,nos,,goods,,,,,,true,,,Inventory,BY WATERPROOF FRONT DISPLAY STICKER,,INR 20.00,,BYW01,INR 12.00,,,,,0.00,INR 0.00,fifo,84239020,FALSE,,,,,,0.000000,0.000000,0.000000,0.000000,cm,kg,true,,,GST18,18.000000,Group,IGST18,18.000000,Simple,
